region,year,population-weighted pm2.5 [ug/m3],geographic-mean pm2.5 [ug/m3],population coverage [%],geographic coverage [%],total population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Meghalaya,2012,38.2,37.3,100.0,100.0,3.57,100.0,100.0,100.0,98.5,75.6,58.7,39.5,25.5,12.4,2.2,0.5
Meghalaya,2013,31.5,30.8,100.0,100.0,3.642,100.0,100.0,100.0,72.0,53.0,33.1,18.8,8.9,1.7,0.3,0.0
Meghalaya,2014,32.4,31.7,100.0,100.0,3.713,100.0,100.0,100.0,73.3,57.3,37.4,23.9,11.4,1.6,0.0,0.0
Meghalaya,2015,32.2,31.9,100.0,100.0,3.784,100.0,100.0,100.0,80.7,56.1,36.6,18.7,5.4,0.7,0.0,0.0
Meghalaya,2016,30.5,30.2,100.0,100.0,3.858,100.0,100.0,100.0,78.2,47.9,26.3,9.1,0.9,0.0,0.0,0.0
Meghalaya,2017,32.5,31.6,100.0,100.0,3.931,100.0,100.0,100.0,82.1,56.0,34.9,21.0,8.8,1.3,0.0,0.0
Meghalaya,2018,39.0,38.6,100.0,100.0,4.004,100.0,100.0,100.0,99.6,81.6,60.8,40.9,26.7,15.7,6.2,1.0
Meghalaya,2019,32.9,32.3,100.0,100.0,4.078,100.0,100.0,100.0,75.0,60.4,40.0,23.9,12.4,2.8,0.4,0.0
Meghalaya,2020,35.1,34.7,100.0,100.0,4.151,100.0,100.0,100.0,83.1,67.2,47.9,30.1,17.2,7.1,1.3,0.4
Meghalaya,2021,36.4,36.1,100.0,100.0,4.151,100.0,100.0,100.0,86.1,71.3,56.7,36.1,20.7,8.2,1.1,0.1
Meghalaya,2022,27.5,26.7,100.0,100.0,4.151,100.0,100.0,100.0,54.8,34.3,19.1,6.3,1.4,0.4,0.0,0.0
Meghalaya,2023,31.4,30.6,100.0,100.0,4.151,100.0,100.0,100.0,88.0,48.0,28.1,12.2,2.9,0.3,0.0,0.0
Mizoram,1998,22.1,22.6,100.0,100.0,0.947,100.0,100.0,99.6,18.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,1999,23.0,24.0,100.0,100.0,0.947,100.0,100.0,99.8,24.8,16.4,3.6,0.0,0.0,0.0,0.0,0.0
Mizoram,2000,27.0,27.6,100.0,100.0,0.947,100.0,100.0,100.0,63.3,23.5,9.1,1.2,0.0,0.0,0.0,0.0
Mizoram,2001,26.1,26.8,100.0,100.0,0.968,100.0,100.0,99.9,47.6,21.1,10.6,3.1,0.2,0.0,0.0,0.0
Mizoram,2002,26.6,27.0,100.0,100.0,0.989,100.0,100.0,99.9,63.4,19.5,7.2,0.7,0.0,0.0,0.0,0.0
Mizoram,2003,28.5,28.9,100.0,100.0,1.011,100.0,100.0,100.0,78.2,26.1,13.1,4.0,0.0,0.0,0.0,0.0
Mizoram,2004,28.7,29.0,100.0,100.0,1.032,100.0,100.0,100.0,84.7,25.1,10.2,0.7,0.0,0.0,0.0,0.0
Mizoram,2005,27.8,28.4,100.0,100.0,1.053,100.0,100.0,100.0,75.6,24.2,9.2,1.1,0.0,0.0,0.0,0.0
Mizoram,2006,35.0,35.3,100.0,100.0,1.075,100.0,100.0,100.0,99.7,84.5,50.6,14.6,2.2,0.0,0.0,0.0
Mizoram,2007,31.4,31.5,100.0,100.0,1.096,100.0,100.0,100.0,91.2,63.2,20.4,3.5,0.0,0.0,0.0,0.0
Mizoram,2008,29.2,29.4,100.0,100.0,1.117,100.0,100.0,100.0,80.1,39.1,13.8,3.2,0.0,0.0,0.0,0.0
Mizoram,2009,35.6,35.7,100.0,100.0,1.139,100.0,100.0,100.0,99.2,85.6,53.0,17.8,8.6,0.4,0.0,0.0
Mizoram,2010,30.8,31.0,100.0,100.0,1.16,100.0,100.0,100.0,88.1,53.4,21.5,7.1,0.1,0.0,0.0,0.0
Mizoram,2011,31.7,31.7,100.0,100.0,1.18,100.0,100.0,100.0,92.0,66.2,22.9,6.7,0.0,0.0,0.0,0.0
Mizoram,2012,33.3,33.6,100.0,100.0,1.201,100.0,100.0,100.0,97.3,74.7,33.5,9.9,0.5,0.0,0.0,0.0
Mizoram,2013,27.8,27.7,100.0,100.0,1.222,100.0,100.0,100.0,72.1,28.8,6.9,0.2,0.0,0.0,0.0,0.0
Mizoram,2014,30.1,30.1,100.0,100.0,1.243,100.0,100.0,100.0,85.8,44.8,17.6,5.2,0.0,0.0,0.0,0.0
Mizoram,2015,31.3,31.1,100.0,100.0,1.263,100.0,100.0,100.0,92.3,62.2,18.0,3.5,0.0,0.0,0.0,0.0
Mizoram,2016,28.4,28.1,100.0,100.0,1.284,100.0,100.0,100.0,83.1,30.4,5.3,0.0,0.0,0.0,0.0,0.0
Mizoram,2017,25.1,24.9,100.0,100.0,1.305,100.0,100.0,100.0,49.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2018,33.9,34.0,100.0,100.0,1.326,100.0,100.0,100.0,96.3,75.3,39.3,14.1,2.6,0.1,0.0,0.0
Mizoram,2019,27.5,27.6,100.0,100.0,1.347,100.0,100.0,100.0,67.6,27.8,5.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2020,30.0,29.8,100.0,100.0,1.367,100.0,100.0,100.0,84.4,46.6,18.7,2.5,0.0,0.0,0.0,0.0
Mizoram,2021,35.0,34.9,100.0,100.0,1.367,100.0,100.0,100.0,98.5,80.9,46.5,17.7,6.8,0.0,0.0,0.0
Mizoram,2022,25.8,25.8,100.0,100.0,1.367,100.0,100.0,100.0,51.6,14.3,3.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2023,27.8,28.0,100.0,100.0,1.367,100.0,100.0,100.0,65.1,26.5,13.5,5.8,0.1,0.0,0.0,0.0
Nagaland,1998,22.6,22.5,100.0,100.0,2.061,100.0,100.0,100.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,1999,23.3,22.9,100.0,100.0,2.061,100.0,100.0,100.0,20.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2000,23.0,22.5,100.0,100.0,2.061,100.0,100.0,100.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2001,22.3,21.6,100.0,100.0,2.056,100.0,100.0,100.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2002,21.7,21.1,100.0,100.0,2.051,100.0,100.0,100.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2003,23.1,22.3,100.0,100.0,2.046,100.0,100.0,100.0,23.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2004,23.6,22.7,100.0,100.0,2.042,100.0,100.0,100.0,26.5,8.1,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2005,23.2,22.3,100.0,100.0,2.037,100.0,100.0,100.0,23.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2006,27.9,27.1,100.0,100.0,2.033,100.0,100.0,100.0,83.9,27.0,0.5,0.0,0.0,0.0,0.0,0.0
Nagaland,2007,25.8,24.9,100.0,100.0,2.03,100.0,100.0,100.0,53.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2008,23.7,22.7,100.0,100.0,2.026,100.0,100.0,100.0,29.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2009,31.6,30.2,100.0,100.0,2.023,100.0,100.0,100.0,96.0,54.0,26.9,6.1,0.0,0.0,0.0,0.0
Nagaland,2010,24.7,23.4,100.0,100.0,2.019,100.0,100.0,100.0,38.0,20.1,0.1,0.0,0.0,0.0,0.0,0.0
Nagaland,2011,25.3,24.2,100.0,100.0,2.016,100.0,100.0,100.0,42.7,19.8,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2012,30.5,29.0,100.0,100.0,2.012,100.0,100.0,100.0,89.0,45.3,24.3,0.3,0.0,0.0,0.0,0.0
Nagaland,2013,25.1,23.7,100.0,100.0,2.009,100.0,100.0,100.0,37.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2014,26.2,24.7,100.0,100.0,2.005,100.0,100.0,100.0,43.7,24.5,10.4,0.0,0.0,0.0,0.0,0.0
Nagaland,2015,25.4,24.2,100.0,100.0,2.002,100.0,100.0,100.0,40.4,20.7,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2016,24.2,22.9,100.0,100.0,1.999,100.0,100.0,100.0,32.1,14.7,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2017,25.0,23.4,100.0,100.0,1.997,100.0,100.0,100.0,36.2,19.8,1.8,0.0,0.0,0.0,0.0,0.0
Nagaland,2018,29.5,27.6,100.0,100.0,1.994,100.0,100.0,100.0,79.4,35.3,21.4,8.6,0.0,0.0,0.0,0.0
Nagaland,2019,25.7,24.1,100.0,100.0,1.991,100.0,100.0,100.0,40.7,23.2,7.6,0.0,0.0,0.0,0.0,0.0
Nagaland,2020,26.2,24.5,100.0,100.0,1.989,100.0,100.0,100.0,48.7,25.6,10.6,0.0,0.0,0.0,0.0,0.0
Nagaland,2021,29.1,27.6,100.0,100.0,1.989,100.0,100.0,100.0,78.3,36.5,16.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2022,21.9,20.7,100.0,100.0,1.989,100.0,100.0,100.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2023,23.5,22.2,100.0,100.0,1.989,100.0,100.0,100.0,27.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0
NCT of Delhi,1998,70.1,68.8,100.0,100.0,13.397,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2
NCT of Delhi,1999,72.7,71.6,100.0,100.0,13.397,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.1
NCT of Delhi,2000,79.8,78.9,100.0,100.0,13.397,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2001,84.9,83.7,100.0,100.0,13.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2002,89.1,88.3,100.0,100.0,13.943,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2003,98.6,97.2,100.0,100.0,14.216,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2004,93.2,92.3,100.0,100.0,14.489,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2005,89.5,88.4,100.0,100.0,14.762,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2006,84.6,83.8,100.0,100.0,15.033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2007,93.5,92.8,100.0,100.0,15.305,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2008,102.4,101.3,100.0,100.0,15.576,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2009,94.4,93.4,100.0,100.0,15.848,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2010,117.4,115.8,100.0,100.0,16.119,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2011,121.7,119.7,100.0,100.0,16.382,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2012,108.3,106.5,100.0,100.0,16.645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2013,107.9,105.8,100.0,100.0,16.908,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2014,102.9,101.3,100.0,100.0,17.171,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2015,119.7,117.5,100.0,100.0,17.434,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2016,125.0,122.6,100.0,100.0,17.699,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2017,119.2,117.3,100.0,100.0,17.964,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2018,121.1,118.5,100.0,100.0,18.229,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2019,107.3,105.4,100.0,100.0,18.494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2020,96.9,95.4,100.0,100.0,18.759,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2021,107.0,104.7,100.0,100.0,18.759,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2022,100.0,98.0,100.0,100.0,18.759,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NCT of Delhi,2023,100.4,98.9,100.0,100.0,18.759,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Odisha,1998,21.2,20.5,100.0,99.4,37.93,100.0,99.6,93.8,19.1,4.8,0.9,0.0,0.0,0.0,0.0,0.0
Odisha,1999,23.2,22.0,100.0,99.4,37.93,100.0,99.9,95.3,31.9,8.4,2.1,0.0,0.0,0.0,0.0,0.0
Odisha,2000,25.7,25.6,100.0,99.4,37.93,100.0,100.0,99.7,50.0,22.5,2.5,0.0,0.0,0.0,0.0,0.0
Odisha,2001,28.0,28.4,100.0,99.4,38.464,100.0,100.0,100.0,66.9,34.2,8.5,0.3,0.0,0.0,0.0,0.0
Odisha,2002,29.3,29.3,100.0,99.4,38.997,100.0,100.0,100.0,82.5,43.1,14.3,1.7,0.0,0.0,0.0,0.0
Odisha,2003,29.3,29.4,100.0,99.4,39.531,100.0,100.0,100.0,79.8,42.3,15.3,2.0,0.0,0.0,0.0,0.0
Odisha,2004,31.6,31.4,100.0,99.4,40.065,100.0,100.0,100.0,88.2,56.8,25.1,9.8,1.1,0.0,0.0,0.0
Odisha,2005,32.2,31.9,100.0,99.4,40.599,100.0,100.0,100.0,92.4,65.1,26.3,9.5,0.9,0.0,0.0,0.0
Odisha,2006,33.8,32.9,100.0,99.4,41.076,100.0,100.0,100.0,95.6,79.9,39.0,11.5,1.0,0.1,0.0,0.0
Odisha,2007,35.7,35.4,100.0,99.4,41.553,100.0,100.0,100.0,96.8,84.7,48.4,23.6,9.6,1.3,0.1,0.0
Odisha,2008,41.0,40.0,100.0,99.4,42.03,100.0,100.0,100.0,98.7,95.6,84.1,53.0,25.2,9.2,1.7,0.2
Odisha,2009,39.3,38.1,100.0,99.4,42.507,100.0,100.0,100.0,97.7,94.5,77.2,41.2,18.9,5.3,0.5,0.0
Odisha,2010,36.2,35.2,100.0,99.4,42.985,100.0,100.0,100.0,95.8,83.3,59.0,28.2,8.5,0.6,0.1,0.0
Odisha,2011,41.3,40.2,100.0,99.4,43.388,100.0,100.0,100.0,98.9,95.5,83.5,55.5,30.1,10.8,2.3,0.2
Odisha,2012,39.6,38.2,100.0,99.4,43.792,100.0,100.0,100.0,97.2,93.0,74.8,44.9,24.1,9.0,1.2,0.1
Odisha,2013,40.4,39.4,100.0,99.4,44.196,100.0,100.0,100.0,97.7,91.1,77.1,51.3,27.7,12.1,2.8,0.2
Odisha,2014,43.7,41.9,100.0,99.4,44.6,100.0,100.0,100.0,99.4,96.1,89.3,73.0,44.5,19.0,4.8,0.5
Odisha,2015,41.9,40.9,100.0,99.4,45.004,100.0,100.0,100.0,99.1,95.6,83.5,64.0,30.0,13.5,3.8,0.2
Odisha,2016,41.6,40.4,100.0,99.4,45.365,100.0,100.0,100.0,97.4,93.5,79.2,55.3,32.3,17.7,7.7,1.6
Odisha,2017,44.1,42.7,100.0,99.4,45.726,100.0,100.0,100.0,99.1,95.7,89.6,73.3,42.4,22.1,8.9,2.2
Odisha,2018,45.5,44.0,100.0,99.4,46.087,100.0,100.0,100.0,99.9,97.0,93.0,78.0,55.0,26.4,11.9,2.3
Odisha,2019,43.7,42.1,100.0,99.4,46.448,100.0,100.0,100.0,99.1,95.9,89.8,70.8,40.8,19.4,8.3,1.1
Odisha,2020,42.1,40.4,100.0,99.4,46.81,100.0,100.0,100.0,97.5,93.9,82.3,67.6,29.2,14.3,5.9,1.0
Odisha,2021,43.1,41.8,100.0,99.4,46.81,100.0,100.0,100.0,99.2,96.0,85.4,68.3,35.7,16.8,7.1,1.8
Odisha,2022,35.1,34.4,100.0,99.4,46.81,100.0,100.0,100.0,95.9,82.5,41.2,20.3,9.0,2.6,0.1,0.0
Odisha,2023,40.8,39.8,100.0,99.4,46.81,100.0,100.0,100.0,99.4,95.8,89.2,45.7,22.9,10.0,3.0,0.5
Puducherry,1998,17.0,17.3,100.0,100.0,0.837,100.0,96.4,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,1999,19.5,19.6,100.0,100.0,0.837,100.0,100.0,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2000,21.4,21.5,100.0,100.0,0.837,100.0,100.0,91.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2001,22.0,21.9,100.0,100.0,0.853,100.0,100.0,98.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2002,22.1,21.9,100.0,100.0,0.869,100.0,100.0,100.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2003,23.1,22.7,100.0,100.0,0.884,100.0,100.0,100.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2004,23.7,23.3,100.0,100.0,0.9,100.0,100.0,100.0,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2005,25.5,25.0,100.0,100.0,0.916,100.0,100.0,100.0,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2006,24.8,24.4,100.0,100.0,0.931,100.0,100.0,100.0,56.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2007,26.5,26.1,100.0,100.0,0.947,100.0,100.0,100.0,75.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2008,26.7,26.3,100.0,100.0,0.962,100.0,100.0,100.0,77.1,9.4,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2009,27.2,26.8,100.0,100.0,0.977,100.0,100.0,100.0,76.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2010,26.2,25.8,100.0,100.0,0.993,100.0,100.0,100.0,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2011,25.8,25.4,100.0,100.0,1.007,100.0,100.0,100.0,62.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2012,26.4,26.1,100.0,100.0,1.022,100.0,100.0,100.0,74.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2013,26.1,25.5,100.0,100.0,1.037,100.0,100.0,100.0,68.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2014,28.2,28.0,100.0,100.0,1.052,100.0,100.0,100.0,88.4,30.0,1.3,0.0,0.0,0.0,0.0,0.0
Puducherry,2015,28.9,28.1,100.0,100.0,1.066,100.0,100.0,100.0,79.1,47.9,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2016,32.6,31.4,100.0,100.0,1.081,100.0,100.0,100.0,89.7,75.2,45.6,0.0,0.0,0.0,0.0,0.0
Puducherry,2017,30.0,29.3,100.0,100.0,1.096,100.0,100.0,100.0,83.1,59.4,1.1,0.0,0.0,0.0,0.0,0.0
Puducherry,2018,32.3,31.6,100.0,100.0,1.111,100.0,100.0,100.0,100.0,76.0,27.2,0.0,0.0,0.0,0.0,0.0
Puducherry,2019,24.8,24.1,100.0,100.0,1.126,100.0,100.0,100.0,57.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2020,23.4,23.2,100.0,100.0,1.14,100.0,100.0,100.0,6.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2021,24.4,24.2,100.0,100.0,1.14,100.0,100.0,100.0,49.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2022,23.6,23.1,100.0,100.0,1.14,100.0,100.0,100.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2023,25.2,24.6,100.0,100.0,1.14,100.0,100.0,100.0,57.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,1998,36.9,36.8,100.0,100.0,25.076,100.0,100.0,100.0,96.1,89.8,78.7,21.8,0.0,0.0,0.0,0.0
Punjab,1999,37.1,37.1,100.0,100.0,25.076,100.0,100.0,100.0,95.8,89.4,77.4,29.4,0.0,0.0,0.0,0.0
Punjab,2000,44.1,44.1,100.0,100.0,25.076,100.0,100.0,100.0,99.1,97.7,92.4,81.7,54.2,6.7,0.0,0.0
Punjab,2001,46.7,46.6,100.0,100.0,25.425,100.0,100.0,100.0,99.6,98.6,94.3,86.4,73.7,29.2,0.5,0.0
Punjab,2002,49.5,50.0,100.0,100.0,25.775,100.0,100.0,100.0,99.5,98.4,94.7,87.4,78.4,61.6,19.1,0.2
Punjab,2003,53.3,53.9,100.0,100.0,26.124,100.0,100.0,100.0,99.5,98.6,95.9,90.6,83.5,74.8,55.8,18.7
Punjab,2004,54.2,54.3,100.0,100.0,26.474,100.0,100.0,100.0,99.4,98.7,96.9,92.9,86.0,78.6,57.0,21.3
Punjab,2005,52.2,52.1,100.0,100.0,26.823,100.0,100.0,100.0,99.6,99.0,96.6,90.4,84.2,70.0,42.6,10.3
Punjab,2006,52.0,52.4,100.0,100.0,27.137,100.0,100.0,100.0,99.7,98.9,96.4,90.4,82.8,72.0,44.3,7.1
Punjab,2007,55.6,55.8,100.0,100.0,27.45,100.0,100.0,100.0,99.9,99.2,98.1,92.8,86.1,79.6,69.3,31.2
Punjab,2008,59.7,59.4,100.0,100.0,27.763,100.0,100.0,100.0,99.9,99.3,98.6,96.3,91.8,86.6,78.3,59.4
Punjab,2009,55.7,55.5,100.0,100.0,28.076,100.0,100.0,100.0,99.7,99.0,97.6,93.7,88.5,81.8,65.4,31.7
Punjab,2010,64.0,64.4,100.0,100.0,28.389,100.0,100.0,100.0,99.9,99.3,98.6,96.4,93.1,88.6,81.6,73.2
Punjab,2011,65.2,64.9,100.0,100.0,28.656,100.0,100.0,100.0,100.0,99.5,98.9,97.4,94.4,90.7,85.3,74.7
Punjab,2012,58.7,58.3,100.0,100.0,28.922,100.0,100.0,100.0,100.0,99.5,99.0,97.1,93.5,89.6,75.5,41.1
Punjab,2013,60.7,60.3,100.0,100.0,29.189,100.0,100.0,100.0,100.0,99.7,99.2,97.6,93.7,90.0,82.4,60.5
Punjab,2014,58.4,58.1,100.0,100.0,29.455,100.0,100.0,100.0,100.0,99.7,99.0,96.6,92.3,88.1,78.1,49.0
Punjab,2015,64.4,64.5,100.0,100.0,29.722,100.0,100.0,100.0,100.0,99.6,99.2,97.9,94.9,91.2,86.6,78.9
Punjab,2016,68.5,67.8,100.0,100.0,29.962,100.0,100.0,100.0,100.0,99.9,99.6,99.2,98.5,95.8,92.5,85.6
Punjab,2017,63.5,62.8,100.0,100.0,30.201,100.0,100.0,100.0,100.0,99.6,99.1,98.2,95.8,92.4,87.2,76.6
Punjab,2018,65.8,65.4,100.0,100.0,30.441,100.0,100.0,100.0,100.0,99.8,99.4,99.1,97.3,93.4,89.7,81.4
Punjab,2019,57.0,56.2,100.0,100.0,30.681,100.0,100.0,100.0,100.0,99.6,99.0,97.1,93.3,88.7,69.7,31.7
Punjab,2020,56.9,56.0,100.0,100.0,30.921,100.0,100.0,100.0,100.0,99.7,99.2,97.9,93.5,87.6,64.1,32.1
Punjab,2021,62.8,62.2,100.0,100.0,30.921,100.0,100.0,100.0,100.0,99.9,99.5,98.8,96.2,91.8,85.8,72.0
Punjab,2022,58.0,56.8,100.0,100.0,30.921,100.0,100.0,100.0,100.0,99.7,99.3,97.6,94.0,88.8,68.6,40.4
Punjab,2023,56.8,56.0,100.0,100.0,30.921,100.0,100.0,100.0,100.0,99.8,99.2,96.6,93.3,88.9,65.7,30.5
Rajasthan,1998,35.9,36.9,100.0,100.0,57.866,100.0,100.0,100.0,89.7,72.9,51.6,31.0,13.8,7.9,2.5,0.3
Rajasthan,1999,37.2,38.2,100.0,100.0,57.866,100.0,100.0,100.0,92.1,79.6,58.7,36.7,16.2,9.0,2.2,0.1
Rajasthan,2000,42.6,45.0,100.0,100.0,57.866,100.0,100.0,100.0,100.0,96.2,83.4,61.4,35.2,16.9,8.5,1.2
Rajasthan,2001,44.7,46.6,100.0,100.0,59.062,100.0,100.0,100.0,100.0,97.8,85.0,72.7,50.0,23.1,10.8,3.7
Rajasthan,2002,50.0,52.0,100.0,100.0,60.258,100.0,100.0,100.0,100.0,100.0,95.4,84.7,72.5,50.4,25.9,15.0
Rajasthan,2003,50.6,51.9,100.0,100.0,61.454,100.0,100.0,100.0,100.0,100.0,97.7,87.6,77.7,55.6,26.1,12.2
Rajasthan,2004,50.4,52.5,100.0,100.0,62.651,100.0,100.0,100.0,100.0,100.0,98.0,86.1,74.1,52.0,26.7,14.4
Rajasthan,2005,48.1,49.6,100.0,100.0,63.847,100.0,100.0,100.0,100.0,100.0,94.3,80.4,66.4,42.9,19.8,6.3
Rajasthan,2006,49.6,51.6,100.0,100.0,65.021,100.0,100.0,100.0,100.0,100.0,99.3,86.1,70.4,48.6,25.1,10.3
Rajasthan,2007,48.9,49.6,100.0,100.0,66.195,100.0,100.0,100.0,100.0,100.0,95.0,81.2,66.3,47.5,23.8,8.5
Rajasthan,2008,52.3,52.5,100.0,100.0,67.369,100.0,100.0,100.0,100.0,100.0,99.8,92.0,77.3,58.5,35.6,17.2
Rajasthan,2009,52.0,53.2,100.0,100.0,68.543,100.0,100.0,100.0,100.0,100.0,99.8,91.4,78.8,60.4,34.3,15.4
Rajasthan,2010,53.9,53.8,100.0,100.0,69.717,100.0,100.0,100.0,100.0,100.0,99.9,92.1,80.0,67.3,44.7,23.6
Rajasthan,2011,52.4,50.8,100.0,100.0,70.837,100.0,100.0,100.0,100.0,100.0,99.9,95.7,81.7,55.7,29.7,13.8
Rajasthan,2012,56.0,56.0,100.0,100.0,71.958,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.8,77.7,48.4,25.3
Rajasthan,2013,51.9,51.4,100.0,100.0,73.078,100.0,100.0,100.0,100.0,100.0,100.0,97.2,81.6,55.7,30.0,12.6
Rajasthan,2014,50.9,51.7,100.0,100.0,74.198,100.0,100.0,100.0,100.0,100.0,100.0,95.3,75.1,52.7,26.7,10.5
Rajasthan,2015,56.1,59.2,100.0,100.0,75.318,100.0,100.0,100.0,100.0,100.0,100.0,97.9,84.8,68.5,48.8,33.9
Rajasthan,2016,52.5,51.7,100.0,100.0,76.429,100.0,100.0,100.0,100.0,100.0,99.5,92.3,77.0,56.0,31.9,15.4
